#Label,X/Easting,Y/Northing,Z/Altitude,X_est,Y_est,Z_est
TIN - KhorramAbad - 14020519 -001357.JPG,240198.1615,3707259.487,1503.221,240198.9962,3707261,1492.732443
TIN - KhorramAbad - 14020519 -001358.JPG,240198.7724,3707279.577,1503.221,240199.4919,3707277.824,1492.893248
TIN - KhorramAbad - 14020519 -001359.JPG,240199.1553,3707293.028,1503.221,240199.9995,3707294.549,1493.138875
TIN - KhorramAbad - 14020519 -001360.JPG,240199.9187,3707313.216,1503.021,240200.6575,3707311.419,1493.541541
TIN - KhorramAbad - 14020519 -001361.JPG,240200.2872,3707326.61,1503.021,240201.0955,3707328.161,1494.095721
TIN - KhorramAbad - 14020519 -001362.JPG,240200.6521,3707346.488,1503.121,240201.3804,3707345.02,1494.375403
TIN - KhorramAbad - 14020519 -001363.JPG,240200.6443,3707359.629,1503.221,240201.4932,3707361.459,1494.302247
TIN - KhorramAbad - 14020519 -001364.JPG,240201.3576,3707379.686,1503.321,240202.1088,3707378.154,1494.28416
TIN - KhorramAbad - 14020519 -001365.JPG,240201.8307,3707393.027,1503.321,240202.6455,3707395.083,1494.153409
TIN - KhorramAbad - 14020519 -001366.JPG,240202.4871,3707413.369,1503.221,240203.2461,3707412.057,1494.278107
TIN - KhorramAbad - 14020519 -001367.JPG,240203.0642,3707427.025,1502.921,240203.955,3707429.157,1494.8346
TIN - KhorramAbad - 14020519 -001368.JPG,240203.3818,3707446.778,1503.121,240204.1206,3707445.709,1495.076552
TIN - KhorramAbad - 14020519 -001369.JPG,240203.4982,3707460.021,1503.121,240204.3544,3707462.395,1495.020872
TIN - KhorramAbad - 14020519 -001370.JPG,240204.0269,3707480.224,1503.221,240204.8036,3707479.362,1495.073975
TIN - KhorramAbad - 14020519 -001371.JPG,240204.5532,3707493.622,1503.221,240205.4199,3707496.114,1495.24548
TIN - KhorramAbad - 14020519 -001372.JPG,240205.2823,3707513.978,1503.221,240206.0389,3707513.045,1495.525167
TIN - KhorramAbad - 14020519 -001373.JPG,240205.4651,3707527.382,1503.221,240206.2698,3707529.779,1495.618047
TIN - KhorramAbad - 14020519 -001374.JPG,240205.8653,3707547.324,1503.321,240206.6135,3707546.336,1495.547004
TIN - KhorramAbad - 14020519 -001375.JPG,240206.1894,3707560.509,1503.321,240207.0528,3707563.064,1495.351618
TIN - KhorramAbad - 14020519 -001376.JPG,240206.8583,3707580.641,1503.321,240207.6243,3707579.855,1495.277833
TIN - KhorramAbad - 14020519 -001377.JPG,240207.097,3707585.472,1503.321,240208.798,3707586.365,1495.150287
TIN - KhorramAbad - 14020519 -001378.JPG,240240.2456,3707586.213,1503.121,240240.9274,3707584.669,1494.60725
TIN - KhorramAbad - 14020519 -001379.JPG,240238.6535,3707575.357,1503.221,240238.9545,3707570.159,1494.567447
TIN - KhorramAbad - 14020519 -001380.JPG,240237.5448,3707554.722,1503.321,240238.2344,3707552.722,1494.491416
TIN - KhorramAbad - 14020519 -001381.JPG,240237.3856,3707541.711,1503.321,240237.9962,3707535.849,1494.406674
TIN - KhorramAbad - 14020519 -001382.JPG,240236.9987,3707521.59,1503.321,240237.6895,3707519.165,1494.279126
TIN - KhorramAbad - 14020519 -001383.JPG,240236.6941,3707508.072,1503.321,240237.3548,3707502.35,1494.253975
TIN - KhorramAbad - 14020519 -001384.JPG,240236.114,3707488.166,1503.321,240236.787,3707485.594,1494.106781
TIN - KhorramAbad - 14020519 -001385.JPG,240235.6915,3707474.971,1503.321,240236.2846,3707469.067,1493.930687
TIN - KhorramAbad - 14020519 -001386.JPG,240235.2336,3707454.803,1503.421,240235.924,3707452.054,1493.848093
TIN - KhorramAbad - 14020519 -001387.JPG,240235.0411,3707441.229,1503.321,240235.607,3707435.038,1493.822445
TIN - KhorramAbad - 14020519 -001388.JPG,240234.6102,3707421.103,1503.221,240235.2816,3707418.17,1493.867247
TIN - KhorramAbad - 14020519 -001389.JPG,240234.2641,3707407.869,1503.221,240234.7453,3707401.689,1493.782917
TIN - KhorramAbad - 14020519 -001390.JPG,240233.7515,3707387.684,1503.221,240234.4055,3707384.703,1493.850304
TIN - KhorramAbad - 14020519 -001391.JPG,240233.3848,3707374.26,1503.221,240233.8729,3707367.95,1493.918067
TIN - KhorramAbad - 14020519 -001392.JPG,240232.5198,3707354.229,1503.421,240233.1343,3707351.307,1493.787247
TIN - KhorramAbad - 14020519 -001393.JPG,240232.0987,3707340.898,1503.421,240232.6416,3707334.738,1493.519519
TIN - KhorramAbad - 14020519 -001394.JPG,240231.7212,3707320.546,1503.321,240232.3599,3707317.683,1493.566661
TIN - KhorramAbad - 14020519 -001395.JPG,240231.4249,3707307.148,1503.221,240232.0532,3707301.151,1493.561013
TIN - KhorramAbad - 14020519 -001396.JPG,240230.8881,3707287.407,1503.321,240231.5114,3707284.328,1493.455373
TIN - KhorramAbad - 14020519 -001397.JPG,240230.6131,3707273.74,1503.221,240231.1753,3707267.27,1493.532963
TIN - KhorramAbad - 14020519 -001398.JPG,240229.9355,3707253.762,1503.321,240230.579,3707250.734,1493.328688
TIN - KhorramAbad - 14020519 -001399.JPG,240229.5189,3707240.308,1503.321,240230.0624,3707233.937,1493.258572
TIN - KhorramAbad - 14020519 -001400.JPG,240228.969,3707220.272,1503.421,240229.6119,3707217.184,1493.073393
TIN - KhorramAbad - 14020519 -001401.JPG,240228.6185,3707206.776,1503.321,240229.1823,3707200.413,1492.916471
TIN - KhorramAbad - 14020519 -001402.JPG,240228.1054,3707186.764,1503.321,240228.747,3707183.549,1492.694956
TIN - KhorramAbad - 14020519 -001403.JPG,240227.7864,3707173.289,1503.421,240228.3536,3707166.628,1492.515901
TIN - KhorramAbad - 14020519 -001404.JPG,240227.2643,3707153.135,1503.421,240227.9352,3707150.093,1492.337373
TIN - KhorramAbad - 14020519 -001405.JPG,240226.7743,3707139.831,1503.421,240227.3593,3707133.212,1492.067343
TIN - KhorramAbad - 14020519 -001406.JPG,240226.5798,3707119.27,1503.221,240227.2562,3707115.994,1492.375011
TIN - KhorramAbad - 14020519 -001407.JPG,240226.2507,3707105.9,1503.121,240226.7824,3707099.042,1492.653568
TIN - KhorramAbad - 14020519 -001408.JPG,240226.3367,3707087.598,1503.021,240227.5765,3707084.168,1493.018924
TIN - KhorramAbad - 14020519 -001409.JPG,240258.7293,3707072.484,1503.121,240259.489,3707069.693,1493.477182
TIN - KhorramAbad - 14020519 -001410.JPG,240258.1975,3707084.307,1502.921,240258.7764,3707084.791,1493.814886
TIN - KhorramAbad - 14020519 -001411.JPG,240258.0643,3707104.982,1503.121,240258.7088,3707102.114,1494.174446
TIN - KhorramAbad - 14020519 -001412.JPG,240258.4022,3707118.395,1503.121,240259.1717,3707119.005,1494.482109
TIN - KhorramAbad - 14020519 -001413.JPG,240258.8915,3707132.346,1503.121,240259.8274,3707135.615,1494.844467
TIN - KhorramAbad - 14020519 -001414.JPG,240259.5983,3707152.261,1503.121,240260.3811,3707152.157,1495.105509
TIN - KhorramAbad - 14020519 -001415.JPG,240259.969,3707165.645,1503.221,240260.8803,3707169.032,1495.152731
TIN - KhorramAbad - 14020519 -001416.JPG,240260.5224,3707185.811,1503.121,240261.31,3707185.896,1495.303212
TIN - KhorramAbad - 14020519 -001417.JPG,240260.9229,3707199.151,1503.221,240261.7847,3707202.433,1495.346173
TIN - KhorramAbad - 14020519 -001418.JPG,240261.4711,3707219.03,1503.221,240262.263,3707219.266,1495.370977
TIN - KhorramAbad - 14020519 -001419.JPG,240261.8121,3707232.461,1503.321,240262.6809,3707236.038,1495.192052
TIN - KhorramAbad - 14020519 -001420.JPG,240262.2461,3707252.51,1503.421,240263.0538,3707252.545,1494.944131
TIN - KhorramAbad - 14020519 -001421.JPG,240262.6452,3707265.989,1503.421,240263.4775,3707269.572,1494.603662
TIN - KhorramAbad - 14020519 -001422.JPG,240263.2641,3707299.719,1503.421,240264.0199,3707298.642,1493.986362
TIN - KhorramAbad - 14020519 -001423.JPG,240263.2641,3707299.719,1503.421,240264.2026,3707303.501,1493.903133
TIN - KhorramAbad - 14020519 -001424.JPG,240263.9385,3707319.777,1503.421,240264.711,3707320.151,1493.754912
TIN - KhorramAbad - 14020519 -001425.JPG,240265.1435,3707353.202,1503.321,240265.9056,3707353.646,1493.796939
TIN - KhorramAbad - 14020519 -001426.JPG,240265.4404,3707366.625,1503.221,240266.3668,3707370.351,1493.789329
TIN - KhorramAbad - 14020519 -001427.JPG,240266.0827,3707386.736,1503.221,240266.8716,3707387.144,1493.843564
TIN - KhorramAbad - 14020519 -001428.JPG,240266.9582,3707420.303,1503.221,240267.8095,3707420.762,1494.072343
TIN - KhorramAbad - 14020519 -001429.JPG,240267.353,3707433.717,1503.121,240268.344,3707437.394,1494.468144
TIN - KhorramAbad - 14020519 -001430.JPG,240267.6947,3707453.892,1503.121,240268.6054,3707454.435,1494.539329
TIN - KhorramAbad - 14020519 -001431.JPG,240268.1634,3707467.363,1503.121,240269.2096,3707470.984,1494.931061
TIN - KhorramAbad - 14020519 -001432.JPG,240268.6824,3707487.307,1503.221,240269.637,3707487.859,1495.158526
TIN - KhorramAbad - 14020519 -001433.JPG,240269.0762,3707500.78,1503.121,240270.2545,3707504.794,1495.603945
TIN - KhorramAbad - 14020519 -001434.JPG,240269.8129,3707521.036,1503.121,240270.8604,3707521.756,1496.000298
TIN - KhorramAbad - 14020519 -001435.JPG,240270.0213,3707534.434,1503.121,240271.0257,3707538.483,1496.124881
TIN - KhorramAbad - 14020519 -001436.JPG,240270.3227,3707554.551,1503.321,240271.4153,3707555.201,1496.094511
TIN - KhorramAbad - 14020519 -001437.JPG,240270.7535,3707568.054,1503.321,240271.9573,3707572.181,1496.055638
TIN - KhorramAbad - 14020519 -001438.JPG,240271.4354,3707587.905,1503.321,240272.5652,3707588.868,1495.995814
TIN - KhorramAbad - 14020519 -001439.JPG,240271.7326,3707592.611,1503.221,240273.7983,3707593.457,1495.977708
TIN - KhorramAbad - 14020519 -001440.JPG,240304.4199,3707593.587,1503.421,240305.33,3707592.017,1494.469715
TIN - KhorramAbad - 14020519 -001441.JPG,240303.1032,3707582.785,1503.521,240303.7204,3707577.119,1494.144782
TIN - KhorramAbad - 14020519 -001442.JPG,240302.0183,3707562.455,1503.521,240302.9356,3707559.505,1493.848462
TIN - KhorramAbad - 14020519 -001443.JPG,240301.935,3707549.38,1503.421,240302.9154,3707542.721,1493.670337
TIN - KhorramAbad - 14020519 -001444.JPG,240301.6458,3707529.235,1503.321,240302.5954,3707525.898,1493.66343
TIN - KhorramAbad - 14020519 -001445.JPG,240301.1549,3707515.897,1503.421,240302.0677,3707509.276,1493.63148
TIN - KhorramAbad - 14020519 -001446.JPG,240300.62,3707495.842,1503.321,240301.6174,3707492.573,1493.51458
TIN - KhorramAbad - 14020519 -001447.JPG,240300.1426,3707481.949,1503.421,240301.1721,3707475.674,1493.299044
TIN - KhorramAbad - 14020519 -001448.JPG,240300.3561,3707473.661,1503.321,240301.5854,3707472.169,1493.854761
TIN - KhorramAbad - 14020519 -001449.JPG,240855.8795,3706942.383,1439.702,240853.8286,3706937.86,1391.318566
TIN - KhorramAbad - 14020519 -001450.JPG,240855.4627,3706953.802,1439.902,240853.7317,3706955.059,1391.542546
TIN - KhorramAbad - 14020519 -001451.JPG,240855.56,3706974.353,1439.902,240853.8759,3706972.928,1391.656413
TIN - KhorramAbad - 14020519 -001452.JPG,240856.2474,3706994.941,1439.902,240854.5107,3706990.439,1391.796091
TIN - KhorramAbad - 14020519 -001453.JPG,240856.7187,3707008.732,1439.902,240855.2064,3707007.486,1391.876358
TIN - KhorramAbad - 14020519 -001454.JPG,240857.3521,3707022.982,1440.002,240855.7563,3707024.511,1391.747046
TIN - KhorramAbad - 14020519 -001455.JPG,240857.756,3707043.691,1439.902,240856.1556,3707041.688,1391.69946
TIN - KhorramAbad - 14020519 -001456.JPG,240858.2459,3707057.405,1439.902,240856.716,3707059.138,1391.756142
TIN - KhorramAbad - 14020519 -001457.JPG,240858.9975,3707077.784,1440.002,240857.3304,3707075.897,1391.711746
TIN - KhorramAbad - 14020519 -001458.JPG,240859.2337,3707091.483,1440.002,240857.6746,3707092.949,1391.641443
TIN - KhorramAbad - 14020519 -001459.JPG,240859.8219,3707112.03,1439.902,240858.1816,3707110.036,1391.738803
TIN - KhorramAbad - 14020519 -001460.JPG,240860.1895,3707125.812,1439.902,240858.6265,3707127.219,1391.896292
TIN - KhorramAbad - 14020519 -001461.JPG,240860.8257,3707146.222,1440.002,240859.2238,3707144.263,1392.036181
TIN - KhorramAbad - 14020519 -001462.JPG,240861.2367,3707160.08,1440.002,240859.677,3707161.368,1392.139767
TIN - KhorramAbad - 14020519 -001463.JPG,240861.7644,3707180.493,1440.002,240860.1234,3707178.431,1392.258768
TIN - KhorramAbad - 14020519 -001464.JPG,240862.0921,3707194.134,1440.002,240860.4964,3707195.237,1392.356661
TIN - KhorramAbad - 14020519 -001465.JPG,240862.64,3707214.719,1440.002,240861.0363,3707212.387,1392.438193
TIN - KhorramAbad - 14020519 -001466.JPG,240863.1739,3707228.34,1440.102,240861.6314,3707229.557,1392.34598
TIN - KhorramAbad - 14020519 -001467.JPG,240863.461,3707248.839,1440.102,240861.8043,3707246.468,1392.406033
TIN - KhorramAbad - 14020519 -001468.JPG,240863.6299,3707262.725,1439.902,240862.1675,3707263.877,1392.745713
TIN - KhorramAbad - 14020519 -001469.JPG,240864.2139,3707283.115,1439.902,240862.5942,3707280.828,1392.967793
TIN - KhorramAbad - 14020519 -001470.JPG,240864.7004,3707296.801,1440.002,240863.272,3707297.997,1393.094425
TIN - KhorramAbad - 14020519 -001471.JPG,240865.4887,3707317.488,1440.002,240863.906,3707315.475,1393.080396
TIN - KhorramAbad - 14020519 -001472.JPG,240865.8456,3707331.156,1440.002,240864.3282,3707332.286,1393.068766
TIN - KhorramAbad - 14020519 -001473.JPG,240866.3172,3707351.595,1440.102,240864.7256,3707349.471,1392.996069
TIN - KhorramAbad - 14020519 -001474.JPG,240866.648,3707365.255,1440.102,240865.1144,3707366.545,1392.930594
TIN - KhorramAbad - 14020519 -001475.JPG,240867.181,3707385.862,1440.002,240865.5615,3707383.721,1392.973593
TIN - KhorramAbad - 14020519 -001476.JPG,240867.4504,3707399.64,1440.002,240865.9679,3707400.926,1393.002222
TIN - KhorramAbad - 14020519 -001477.JPG,240868.1759,3707420.298,1440.002,240866.5693,3707417.945,1393.01005
TIN - KhorramAbad - 14020519 -001478.JPG,240868.6061,3707434.099,1440.002,240867.0898,3707435.363,1393.004007
TIN - KhorramAbad - 14020519 -001479.JPG,240869.1796,3707454.484,1440.002,240867.5523,3707452.055,1392.976374
TIN - KhorramAbad - 14020519 -001480.JPG,240869.5724,3707468.141,1440.102,240868.0702,3707469.408,1392.90776
TIN - KhorramAbad - 14020519 -001481.JPG,240870.1405,3707488.615,1440.102,240868.5195,3707486.495,1392.836067
TIN - KhorramAbad - 14020519 -001482.JPG,240870.3154,3707502.146,1440.002,240868.7388,3707503.18,1392.828866
TIN - KhorramAbad - 14020519 -001483.JPG,240870.7099,3707522.501,1440.002,240869.1131,3707520.154,1393.008527
TIN - KhorramAbad - 14020519 -001484.JPG,240871.1657,3707536.197,1439.902,240869.6737,3707537.305,1393.136375
TIN - KhorramAbad - 14020519 -001485.JPG,240871.6903,3707556.78,1440.002,240870.1267,3707554.532,1393.11339
TIN - KhorramAbad - 14020519 -001486.JPG,240872.1036,3707570.434,1440.102,240870.6813,3707571.628,1393.137395
TIN - KhorramAbad - 14020519 -001487.JPG,240872.7059,3707591.12,1440.102,240871.1713,3707588.926,1393.067243
TIN - KhorramAbad - 14020519 -001488.JPG,240873.0972,3707604.818,1440.002,240871.6662,3707605.851,1393.038657
TIN - KhorramAbad - 14020519 -001489.JPG,240872.9555,3707614.164,1440.002,240871.1193,3707612.048,1393.096338
TIN - KhorramAbad - 14020519 -001490.JPG,240838.9475,3707614.504,1440.102,240837.4014,3707609.882,1392.815758
TIN - KhorramAbad - 14020519 -001491.JPG,240839.7019,3707598.155,1440.002,240838.2405,3707594.492,1392.873656
TIN - KhorramAbad - 14020519 -001492.JPG,240839.7675,3707584.247,1440.102,240838.258,3707576.59,1392.536055
TIN - KhorramAbad - 14020519 -001493.JPG,240839.2731,3707563.445,1440.102,240837.7915,3707559.343,1392.211901
TIN - KhorramAbad - 14020519 -001494.JPG,240838.7739,3707549.672,1440.102,240837.1815,3707542.001,1391.989231
TIN - KhorramAbad - 14020519 -001495.JPG,240838.0304,3707529.025,1440.002,240836.5888,3707524.787,1391.829561
TIN - KhorramAbad - 14020519 -001496.JPG,240837.7972,3707515.057,1440.002,240836.4097,3707507.442,1391.778147
TIN - KhorramAbad - 14020519 -001497.JPG,240837.3332,3707494.71,1440.002,240835.9206,3707490.589,1391.759849
TIN - KhorramAbad - 14020519 -001498.JPG,240837.1119,3707481.473,1440.102,240835.8238,3707474.073,1391.528063
TIN - KhorramAbad - 14020519 -001499.JPG,240836.4127,3707460.837,1440.102,240835.079,3707456.645,1391.337071
TIN - KhorramAbad - 14020519 -001500.JPG,240835.9746,3707447.032,1440.102,240834.442,3707439.533,1391.243339
TIN - KhorramAbad - 14020519 -001501.JPG,240835.3187,3707426.376,1440.002,240834.0171,3707422.15,1391.159463
TIN - KhorramAbad - 14020519 -001502.JPG,240835.1003,3707412.763,1440.102,240833.6861,3707405.318,1390.78536
TIN - KhorramAbad - 14020519 -001503.JPG,240834.4788,3707392.133,1440.102,240833.1876,3707388.13,1390.664906
TIN - KhorramAbad - 14020519 -001504.JPG,240833.9448,3707378.029,1439.802,240832.4978,3707370.444,1391.036862
TIN - KhorramAbad - 14020519 -001505.JPG,240833.564,3707358.377,1439.802,240832.2027,3707353.604,1391.320894
TIN - KhorramAbad - 14020519 -001506.JPG,240833.1034,3707344.792,1439.902,240831.666,3707336.597,1391.40343
TIN - KhorramAbad - 14020519 -001507.JPG,240832.6082,3707324.344,1440.002,240831.2869,3707319.554,1391.345465
TIN - KhorramAbad - 14020519 -001508.JPG,240832.2566,3707310.682,1440.002,240830.8685,3707302.484,1391.259064
TIN - KhorramAbad - 14020519 -001509.JPG,240831.757,3707289.873,1440.002,240830.5067,3707285.111,1391.135879
TIN - KhorramAbad - 14020519 -001510.JPG,240831.3731,3707275.971,1439.802,240829.9697,3707267.726,1391.551138
TIN - KhorramAbad - 14020519 -001511.JPG,240830.5664,3707256.044,1439.802,240829.2783,3707250.948,1391.804828
TIN - KhorramAbad - 14020519 -001512.JPG,240830.419,3707242.768,1440.002,240829.118,3707234.354,1391.717978
TIN - KhorramAbad - 14020519 -001513.JPG,240830.0879,3707208.616,1440.102,240828.8636,3707204.704,1391.120598
TIN - KhorramAbad - 14020519 -001514.JPG,240830.0879,3707208.616,1440.102,240828.7429,3707199.236,1391.019745
TIN - KhorramAbad - 14020519 -001515.JPG,240829.2973,3707188.133,1440.002,240828.0604,3707183.145,1390.874689
TIN - KhorramAbad - 14020519 -001516.JPG,240828.842,3707174.264,1440.002,240827.4657,3707165.614,1390.841561
TIN - KhorramAbad - 14020519 -001517.JPG,240827.7213,3707153.232,1439.702,240826.4884,3707148.091,1391.368978
TIN - KhorramAbad - 14020519 -001518.JPG,240827.6882,3707140.459,1439.702,240826.3781,3707131.358,1391.758745
TIN - KhorramAbad - 14020519 -001519.JPG,240826.9544,3707120.363,1439.802,240825.653,3707114.239,1392.012039
TIN - KhorramAbad - 14020519 -001520.JPG,240826.7297,3707106.706,1439.902,240825.4515,3707097.245,1392.061448
TIN - KhorramAbad - 14020519 -001521.JPG,240826.2769,3707086.298,1440.002,240825.0001,3707080.166,1392.029084
TIN - KhorramAbad - 14020519 -001522.JPG,240825.9572,3707072.666,1440.002,240824.5427,3707063.404,1391.837442
TIN - KhorramAbad - 14020519 -001523.JPG,240825.3847,3707052.032,1440.002,240824.1005,3707046.001,1391.784224
TIN - KhorramAbad - 14020519 -001524.JPG,240825.1194,3707038.404,1440.002,240823.71,3707029.083,1391.648946
TIN - KhorramAbad - 14020519 -001525.JPG,240824.3496,3707017.736,1440.002,240823.0308,3707011.57,1391.686265
TIN - KhorramAbad - 14020519 -001526.JPG,240823.9603,3707003.92,1439.902,240822.5763,3706994.388,1391.776138
TIN - KhorramAbad - 14020519 -001527.JPG,240823.4441,3706983.458,1439.902,240822.0992,3706977.395,1391.886537
TIN - KhorramAbad - 14020519 -001528.JPG,240822.8606,3706969.817,1439.902,240821.4279,3706960.497,1392.10569
TIN - KhorramAbad - 14020519 -001529.JPG,240822.2759,3706949.304,1439.902,240820.8959,3706943.284,1392.09382
TIN - KhorramAbad - 14020519 -001530.JPG,240787.9388,3706944.698,1440.002,240786.9133,3706941.472,1392.725895
TIN - KhorramAbad - 14020519 -001531.JPG,240790.3384,3706961.78,1439.902,240789.0993,3706957.357,1392.726553
TIN - KhorramAbad - 14020519 -001532.JPG,240790.8619,3706976.452,1439.902,240789.7266,3706975.807,1392.971769
TIN - KhorramAbad - 14020519 -001533.JPG,240791.5086,3706996.387,1440.002,240790.2928,3706992.81,1392.902174
TIN - KhorramAbad - 14020519 -001534.JPG,240791.8124,3707009.422,1440.002,240790.7113,3707009.842,1392.87985
TIN - KhorramAbad - 14020519 -001535.JPG,240792.3211,3707029.703,1440.002,240791.1375,3707026.894,1392.534861
TIN - KhorramAbad - 14020519 -001536.JPG,240792.7322,3707043.462,1440.102,240791.6287,3707044.053,1392.389592
TIN - KhorramAbad - 14020519 -001537.JPG,240793.1878,3707063.781,1440.102,240791.9996,3707061.072,1392.221199
TIN - KhorramAbad - 14020519 -001538.JPG,240793.4528,3707077.396,1439.902,240792.302,3707077.881,1392.142299
TIN - KhorramAbad - 14020519 -001539.JPG,240793.8819,3707097.981,1439.902,240792.6861,3707095.177,1392.121594
TIN - KhorramAbad - 14020519 -001540.JPG,240794.2213,3707111.668,1439.902,240793.1399,3707112.235,1392.178446
TIN - KhorramAbad - 14020519 -001541.JPG,240794.7892,3707132.321,1440.002,240793.6217,3707129.427,1392.256187
TIN - KhorramAbad - 14020519 -001542.JPG,240795.2011,3707145.92,1439.902,240794.1075,3707146.534,1392.294966
TIN - KhorramAbad - 14020519 -001543.JPG,240795.7532,3707166.465,1440.002,240794.5762,3707163.446,1392.303399
TIN - KhorramAbad - 14020519 -001544.JPG,240796.2044,3707180.947,1440.002,240795.1545,3707180.803,1392.277914
TIN - KhorramAbad - 14020519 -001545.JPG,240796.5839,3707195.361,1440.002,240795.5399,3707197.821,1392.195437
TIN - KhorramAbad - 14020519 -001546.JPG,240797.0026,3707215.749,1440.002,240795.922,3707215.11,1392.340191
TIN - KhorramAbad - 14020519 -001547.JPG,240797.4375,3707229.625,1440.002,240796.4322,3707232.01,1392.230381
TIN - KhorramAbad - 14020519 -001548.JPG,240797.8836,3707250.074,1439.902,240796.814,3707249.033,1392.316853
TIN - KhorramAbad - 14020519 -001549.JPG,240798.1887,3707263.543,1439.902,240797.2114,3707265.844,1392.39297
TIN - KhorramAbad - 14020519 -001550.JPG,240798.7452,3707284.06,1439.802,240797.6218,3707283.134,1392.651143
TIN - KhorramAbad - 14020519 -001551.JPG,240799.101,3707297.876,1439.802,240798.1623,3707300.318,1392.963097
TIN - KhorramAbad - 14020519 -001552.JPG,240799.7395,3707318.465,1439.802,240798.7136,3707317.411,1393.204044
TIN - KhorramAbad - 14020519 -001553.JPG,240800.0369,3707332.224,1439.802,240799.0216,3707334.701,1393.5009
TIN - KhorramAbad - 14020519 -001554.JPG,240800.5364,3707352.832,1439.902,240799.5105,3707351.891,1393.564247
TIN - KhorramAbad - 14020519 -001555.JPG,240800.9608,3707366.508,1440.002,240800.0756,3707369.171,1393.492087
TIN - KhorramAbad - 14020519 -001556.JPG,240801.7909,3707387.015,1440.002,240800.7985,3707385.883,1393.526723
TIN - KhorramAbad - 14020519 -001557.JPG,240802.2115,3707400.647,1440.002,240801.2871,3707403.143,1393.428682
TIN - KhorramAbad - 14020519 -001558.JPG,240802.7546,3707421.242,1440.002,240801.7377,3707420.263,1393.382328
TIN - KhorramAbad - 14020519 -001559.JPG,240803.1243,3707434.903,1440.002,240802.2064,3707437.47,1393.301848
TIN - KhorramAbad - 14020519 -001560.JPG,240803.6958,3707455.398,1440.002,240802.7183,3707454.228,1393.204091
TIN - KhorramAbad - 14020519 -001561.JPG,240804.0475,3707468.968,1440.002,240803.0816,3707471.42,1393.128668
TIN - KhorramAbad - 14020519 -001562.JPG,240804.4958,3707489.494,1439.902,240803.5311,3707488.549,1393.129323
TIN - KhorramAbad - 14020519 -001563.JPG,240805.0392,3707503.179,1439.902,240804.1075,3707505.697,1393.178439
TIN - KhorramAbad - 14020519 -001564.JPG,240805.5476,3707523.731,1439.902,240804.5714,3707522.774,1393.343275
TIN - KhorramAbad - 14020519 -001565.JPG,240805.9127,3707537.51,1440.002,240805.0295,3707540.077,1393.321105
TIN - KhorramAbad - 14020519 -001566.JPG,240806.5132,3707557.93,1440.002,240805.5326,3707556.991,1393.14792
TIN - KhorramAbad - 14020519 -001567.JPG,240806.7131,3707571.714,1440.002,240805.8198,3707574.295,1393.060217
TIN - KhorramAbad - 14020519 -001568.JPG,240807.3008,3707592.239,1440.002,240806.3257,3707591.34,1392.962816
TIN - KhorramAbad - 14020519 -001569.JPG,240807.6487,3707605.954,1440.002,240806.7936,3707608.364,1392.730247
TIN - KhorramAbad - 14020519 -001570.JPG,240807.9842,3707617.667,1440.002,240806.2729,3707617.649,1392.778098
TIN - KhorramAbad - 14020519 -001571.JPG,240773.4409,3707618.571,1440.002,240772.3963,3707615.59,1392.160651
TIN - KhorramAbad - 14020519 -001572.JPG,240774.0787,3707607.691,1440.002,240773.1591,3707599.708,1392.085742
TIN - KhorramAbad - 14020519 -001573.JPG,240773.8436,3707586.447,1439.902,240772.7413,3707581.541,1392.222237
TIN - KhorramAbad - 14020519 -001574.JPG,240773.2933,3707558.952,1439.802,240772.0726,3707552.171,1392.626605
TIN - KhorramAbad - 14020519 -001575.JPG,240773.0345,3707552.111,1439.802,240771.8897,3707546.894,1392.637796
TIN - KhorramAbad - 14020519 -001576.JPG,240772.7068,3707538.671,1439.902,240771.4394,3707530.44,1392.636955
TIN - KhorramAbad - 14020519 -001577.JPG,240772.2287,3707517.134,1439.802,240771.1319,3707512.979,1392.945252
TIN - KhorramAbad - 14020519 -001578.JPG,240771.8686,3707503.543,1439.902,240770.641,3707496.093,1392.880786
TIN - KhorramAbad - 14020519 -001579.JPG,240771.1515,3707483.015,1440.002,240770.0106,3707478.85,1392.782246
TIN - KhorramAbad - 14020519 -001580.JPG,240770.7099,3707469.37,1439.902,240769.485,3707461.795,1392.926619
TIN - KhorramAbad - 14020519 -001581.JPG,240770.1901,3707448.686,1439.802,240769.045,3707444.63,1393.223988
TIN - KhorramAbad - 14020519 -001582.JPG,240769.7882,3707434.982,1439.902,240768.6218,3707427.581,1393.410348
TIN - KhorramAbad - 14020519 -001583.JPG,240769.2761,3707414.584,1439.902,240768.1482,3707410.812,1393.496181
TIN - KhorramAbad - 14020519 -001584.JPG,240768.8339,3707401.014,1439.902,240767.6883,3707393.531,1393.575665
TIN - KhorramAbad - 14020519 -001585.JPG,240768.5578,3707380.646,1440.002,240767.4351,3707376.731,1393.402928
TIN - KhorramAbad - 14020519 -001586.JPG,240768.2672,3707367.14,1440.102,240766.959,3707359.894,1392.913999
TIN - KhorramAbad - 14020519 -001587.JPG,240767.4747,3707346.595,1440.102,240766.345,3707342.658,1392.548982
TIN - KhorramAbad - 14020519 -001588.JPG,240767.0036,3707332.526,1440.102,240765.6716,3707325.239,1392.509828
TIN - KhorramAbad - 14020519 -001589.JPG,240766.2811,3707311.989,1440.002,240765.1499,3707308.159,1392.651078
