#Label,X/Easting,Y/Northing,Z/Altitude,X_est,Y_est,Z_est
TIN - KhorramAbad - 14020519 -000451.JPG,241412.7857,3707163.051,1391.32,241409.716,3707163.573,1365.751847
TIN - KhorramAbad - 14020519 -000452.JPG,241392.8725,3707163.6,1391.32,241392.5796,3707164.021,1365.761312
TIN - KhorramAbad - 14020519 -000453.JPG,241379.5913,3707163.91,1391.32,241375.5407,3707164.399,1365.768879
TIN - KhorramAbad - 14020519 -000454.JPG,241359.845,3707164.421,1391.32,241358.4808,3707164.865,1365.780587
TIN - KhorramAbad - 14020519 -000455.JPG,241346.5904,3707164.764,1391.32,241341.4635,3707165.281,1365.794054
TIN - KhorramAbad - 14020519 -000456.JPG,241326.9193,3707165.282,1391.32,241324.304,3707165.787,1365.788393
TIN - KhorramAbad - 14020519 -000457.JPG,241307.2607,3707165.884,1391.32,241307.226,3707166.29,1365.83136
TIN - KhorramAbad - 14020519 -000458.JPG,241294.1303,3707166.23,1391.42,241290.0814,3707166.743,1365.814333
TIN - KhorramAbad - 14020519 -000459.JPG,241274.4908,3707166.772,1391.42,241273.1734,3707167.235,1365.836572
TIN - KhorramAbad - 14020519 -000460.JPG,241261.4151,3707167.135,1391.32,241256.067,3707167.709,1365.842969
TIN - KhorramAbad - 14020519 -000461.JPG,241241.7183,3707167.663,1391.42,241238.8558,3707168.163,1365.81419
TIN - KhorramAbad - 14020519 -000462.JPG,241222.0902,3707168.245,1391.42,241221.7128,3707168.691,1365.733728
TIN - KhorramAbad - 14020519 -000463.JPG,241208.9806,3707168.597,1391.42,241204.6964,3707169.13,1365.701265
TIN - KhorramAbad - 14020519 -000464.JPG,241189.3027,3707169.057,1391.42,241187.5434,3707169.513,1365.614878
TIN - KhorramAbad - 14020519 -000465.JPG,241169.7136,3707169.549,1391.42,241170.481,3707169.957,1365.556126
TIN - KhorramAbad - 14020519 -000466.JPG,241156.5903,3707169.969,1391.42,241153.2994,3707170.483,1365.530187
TIN - KhorramAbad - 14020519 -000467.JPG,241123.7725,3707170.809,1391.42,241124.3311,3707171.215,1365.519687
TIN - KhorramAbad - 14020519 -000468.JPG,241123.7725,3707170.809,1391.42,241118.9447,3707171.358,1365.519685
TIN - KhorramAbad - 14020519 -000469.JPG,241104.0083,3707171.327,1391.32,241101.9197,3707171.795,1365.540585
TIN - KhorramAbad - 14020519 -000470.JPG,241084.2977,3707171.918,1391.32,241084.7135,3707172.321,1365.519185
TIN - KhorramAbad - 14020519 -000471.JPG,241071.0955,3707172.189,1391.32,241067.6915,3707172.683,1365.600445
TIN - KhorramAbad - 14020519 -000472.JPG,241051.2628,3707172.756,1391.32,241050.6724,3707173.18,1365.647643
TIN - KhorramAbad - 14020519 -000473.JPG,241038.0622,3707173.088,1391.32,241033.6591,3707173.636,1365.725493
TIN - KhorramAbad - 14020519 -000474.JPG,241005.1904,3707174.033,1391.32,241004.5786,3707174.438,1365.734416
TIN - KhorramAbad - 14020519 -000475.JPG,240998.6384,3707174.172,1391.32,240999.425,3707174.554,1365.735751
TIN - KhorramAbad - 14020519 -000476.JPG,240985.6057,3707174.5,1391.42,240982.3555,3707174.979,1365.711408
TIN - KhorramAbad - 14020519 -000477.JPG,240966.1153,3707175.014,1391.42,240965.1197,3707175.458,1365.701982
TIN - KhorramAbad - 14020519 -000478.JPG,240953.0726,3707175.454,1391.42,240948.1738,3707175.971,1365.642178
TIN - KhorramAbad - 14020519 -000479.JPG,240933.4661,3707175.974,1391.42,240931.0681,3707176.357,1365.61512
TIN - KhorramAbad - 14020519 -000480.JPG,240900.6669,3707176.741,1391.42,240902.0601,3707177.083,1365.629151
TIN - KhorramAbad - 14020519 -000481.JPG,240900.6669,3707176.741,1391.42,240896.7207,3707177.209,1365.611555
TIN - KhorramAbad - 14020519 -000482.JPG,240880.9047,3707177.238,1391.42,240879.6922,3707177.651,1365.626437
TIN - KhorramAbad - 14020519 -000483.JPG,240871.6849,3707211.094,1391.32,240875.2464,3707211.643,1365.293305
TIN - KhorramAbad - 14020519 -000484.JPG,240886.7814,3707209.486,1391.42,240890.1384,3707209.678,1365.361062
TIN - KhorramAbad - 14020519 -000485.JPG,240901.084,3707208.911,1391.32,240907.9965,3707209.233,1365.506197
TIN - KhorramAbad - 14020519 -000486.JPG,240921.6087,3707208.615,1391.32,240924.7939,3707208.957,1365.57033
TIN - KhorramAbad - 14020519 -000487.JPG,240935.1717,3707208.211,1391.42,240941.6686,3707208.473,1365.652505
TIN - KhorramAbad - 14020519 -000488.JPG,240955.5893,3707207.684,1391.32,240958.449,3707208.06,1365.685026
TIN - KhorramAbad - 14020519 -000489.JPG,240969.1902,3707207.344,1391.42,240975.5415,3707207.627,1365.721713
TIN - KhorramAbad - 14020519 -000490.JPG,241002.9459,3707206.406,1391.32,241004.8379,3707206.808,1365.786862
TIN - KhorramAbad - 14020519 -000491.JPG,241002.9459,3707206.406,1391.32,241010.0089,3707206.629,1365.801745
TIN - KhorramAbad - 14020519 -000492.JPG,241022.8463,3707205.863,1391.32,241026.816,3707206.242,1365.765051
TIN - KhorramAbad - 14020519 -000493.JPG,241042.5059,3707205.301,1391.42,241043.7663,3707205.746,1365.758607
TIN - KhorramAbad - 14020519 -000494.JPG,241055.7456,3707204.983,1391.32,241060.7992,3707205.33,1365.759997
TIN - KhorramAbad - 14020519 -000495.JPG,241075.4604,3707204.456,1391.42,241077.7817,3707204.868,1365.77092
TIN - KhorramAbad - 14020519 -000496.JPG,241088.614,3707204.11,1391.32,241094.9944,3707204.425,1365.758695
TIN - KhorramAbad - 14020519 -000497.JPG,241108.519,3707203.64,1391.42,241112.3814,3707204.016,1365.744284
TIN - KhorramAbad - 14020519 -000498.JPG,241128.4675,3707203.058,1391.42,241129.3664,3707203.5,1365.797314
TIN - KhorramAbad - 14020519 -000499.JPG,241141.7886,3707202.692,1391.42,241146.2849,3707203.039,1365.750377
TIN - KhorramAbad - 14020519 -000500.JPG,241161.6172,3707202.172,1391.32,241163.3003,3707202.595,1365.745211
TIN - KhorramAbad - 14020519 -000501.JPG,241174.822,3707201.805,1391.32,241180.571,3707202.067,1365.703619
TIN - KhorramAbad - 14020519 -000502.JPG,241194.643,3707201.19,1391.42,241197.809,3707201.563,1365.7072
TIN - KhorramAbad - 14020519 -000503.JPG,241214.4213,3707200.718,1391.42,241214.5584,3707201.158,1365.680567
TIN - KhorramAbad - 14020519 -000504.JPG,241227.6113,3707200.38,1391.42,241231.844,3707200.691,1365.702595
TIN - KhorramAbad - 14020519 -000505.JPG,241247.4316,3707199.839,1391.42,241249.1361,3707200.21,1365.693823
TIN - KhorramAbad - 14020519 -000506.JPG,241260.5719,3707199.474,1391.32,241266.1729,3707199.746,1365.671098
TIN - KhorramAbad - 14020519 -000507.JPG,241280.3404,3707198.928,1391.32,241283.337,3707199.266,1365.663714
TIN - KhorramAbad - 14020519 -000508.JPG,241300.0146,3707198.428,1391.32,241300.1414,3707198.84,1365.683402
TIN - KhorramAbad - 14020519 -000509.JPG,241313.1683,3707198.085,1391.32,241317.2759,3707198.379,1365.707057
TIN - KhorramAbad - 14020519 -000510.JPG,241332.8574,3707197.566,1391.42,241334.3851,3707197.916,1365.731182
TIN - KhorramAbad - 14020519 -000511.JPG,241345.9155,3707197.222,1391.42,241351.4331,3707197.441,1365.719159
TIN - KhorramAbad - 14020519 -000512.JPG,241365.5376,3707196.705,1391.32,241368.4896,3707196.981,1365.737288
TIN - KhorramAbad - 14020519 -000513.JPG,241385.1151,3707196.168,1391.42,241385.5559,3707196.509,1365.700243
TIN - KhorramAbad - 14020519 -000514.JPG,241398.1943,3707195.842,1391.42,241402.6307,3707196.069,1365.695823
TIN - KhorramAbad - 14020519 -000515.JPG,241417.8421,3707195.321,1391.42,241419.7539,3707195.628,1365.695473
TIN - KhorramAbad - 14020519 -000516.JPG,241450.6241,3707194.406,1391.42,241454.073,3707194.645,1365.672776
TIN - KhorramAbad - 14020519 -000517.JPG,241470.4238,3707193.869,1391.42,241471.17,3707194.181,1365.655627
TIN - KhorramAbad - 14020519 -000518.JPG,241483.6468,3707193.508,1391.32,241488.279,3707193.708,1365.680809
TIN - KhorramAbad - 14020519 -000519.JPG,241503.416,3707192.988,1391.32,241505.6122,3707193.248,1365.729183
TIN - KhorramAbad - 14020519 -000520.JPG,241516.6448,3707192.649,1391.32,241522.5081,3707192.795,1365.783902
TIN - KhorramAbad - 14020519 -000521.JPG,241536.4932,3707192.095,1391.32,241539.7692,3707192.29,1365.82161
TIN - KhorramAbad - 14020519 -000522.JPG,241556.1422,3707191.624,1391.32,241556.7846,3707191.901,1365.84517
TIN - KhorramAbad - 14020519 -000523.JPG,241569.1342,3707191.224,1391.42,241573.6248,3707191.412,1365.806094
TIN - KhorramAbad - 14020519 -000524.JPG,241588.5247,3707190.649,1391.42,241590.5979,3707190.849,1365.744538
TIN - KhorramAbad - 14020519 -000525.JPG,241608.0977,3707190.041,1391.42,241607.9306,3707190.303,1365.694562
TIN - KhorramAbad - 14020519 -000526.JPG,241616.6087,3707190.979,1391.42,241616.8835,3707191.455,1365.690164
TIN - KhorramAbad - 14020519 -000527.JPG,241611.877,3707224.054,1391.32,241611.2668,3707224.422,1365.161977
TIN - KhorramAbad - 14020519 -000528.JPG,241600.7837,3707223.272,1391.32,241596.6128,3707223.574,1365.263107
TIN - KhorramAbad - 14020519 -000529.JPG,241579.5617,3707223.575,1391.32,241579.2259,3707224.019,1365.306334
TIN - KhorramAbad - 14020519 -000530.JPG,241565.8955,3707224.077,1391.32,241562.1581,3707224.71,1365.354099
TIN - KhorramAbad - 14020519 -000531.JPG,241545.5483,3707224.816,1391.32,241545.3582,3707225.291,1365.388071
TIN - KhorramAbad - 14020519 -000532.JPG,241531.899,3707225.179,1391.32,241528.3735,3707225.752,1365.546927
TIN - KhorramAbad - 14020519 -000533.JPG,241511.5237,3707225.833,1391.32,241511.2905,3707226.306,1365.63075
TIN - KhorramAbad - 14020519 -000534.JPG,241498.1136,3707226.155,1391.32,241494.2772,3707226.684,1365.715904
TIN - KhorramAbad - 14020519 -000535.JPG,241478.2836,3707226.622,1391.32,241477.2432,3707227.115,1365.747237
TIN - KhorramAbad - 14020519 -000536.JPG,241465.1715,3707226.973,1391.32,241460.2531,3707227.582,1365.71981
TIN - KhorramAbad - 14020519 -000537.JPG,241432.4532,3707227.85,1391.32,241431.2845,3707228.356,1365.776714
TIN - KhorramAbad - 14020519 -000538.JPG,241425.9285,3707228.038,1391.42,241425.6254,3707228.517,1365.778245
TIN - KhorramAbad - 14020519 -000539.JPG,241412.7909,3707228.405,1391.42,241409.0542,3707228.985,1365.750923
TIN - KhorramAbad - 14020519 -000540.JPG,241380.0902,3707229.263,1391.42,241374.6515,3707229.857,1365.76787
TIN - KhorramAbad - 14020519 -000541.JPG,241360.3752,3707229.78,1391.42,241357.6695,3707230.292,1365.741828
TIN - KhorramAbad - 14020519 -000542.JPG,241340.6278,3707230.337,1391.42,241340.4744,3707230.785,1365.727187
TIN - KhorramAbad - 14020519 -000543.JPG,241327.451,3707230.687,1391.32,241323.3317,3707231.227,1365.692751
TIN - KhorramAbad - 14020519 -000544.JPG,241307.7386,3707231.204,1391.32,241306.4007,3707231.693,1365.739976
TIN - KhorramAbad - 14020519 -000545.JPG,241294.5545,3707231.57,1391.32,241289.2314,3707232.177,1365.750839
TIN - KhorramAbad - 14020519 -000546.JPG,241274.7234,3707232.092,1391.32,241271.8666,3707232.635,1365.758901
TIN - KhorramAbad - 14020519 -000547.JPG,241254.8517,3707232.641,1391.42,241254.9037,3707233.097,1365.82036
TIN - KhorramAbad - 14020519 -000548.JPG,241241.5977,3707233.002,1391.32,241237.8038,3707233.545,1365.852088
TIN - KhorramAbad - 14020519 -000549.JPG,241221.872,3707233.507,1391.32,241220.8328,3707233.989,1365.83113
TIN - KhorramAbad - 14020519 -000550.JPG,241208.6839,3707233.916,1391.42,241203.6717,3707234.488,1365.838652
TIN - KhorramAbad - 14020519 -000551.JPG,241188.9865,3707234.414,1391.42,241186.4018,3707234.947,1365.789622
TIN - KhorramAbad - 14020519 -000552.JPG,241156.0495,3707235.328,1391.42,241152.3938,3707235.826,1365.761856
TIN - KhorramAbad - 14020519 -000553.JPG,241136.4934,3707235.795,1391.32,241135.3161,3707236.21,1365.783453
TIN - KhorramAbad - 14020519 -000554.JPG,241123.3186,3707236.124,1391.42,241118.0655,3707236.662,1365.794163
TIN - KhorramAbad - 14020519 -000555.JPG,241103.4231,3707236.75,1391.32,241100.9066,3707237.197,1365.815098
TIN - KhorramAbad - 14020519 -000556.JPG,241070.3745,3707237.551,1391.32,241066.6711,3707238.069,1365.895204
TIN - KhorramAbad - 14020519 -000557.JPG,241050.6666,3707238.138,1391.32,241049.7639,3707238.567,1365.895756
TIN - KhorramAbad - 14020519 -000558.JPG,241037.5407,3707238.46,1391.42,241032.5083,3707238.962,1365.909278
TIN - KhorramAbad - 14020519 -000559.JPG,241017.8403,3707238.943,1391.32,241015.4988,3707239.37,1365.944818
TIN - KhorramAbad - 14020519 -000560.JPG,240997.9983,3707239.448,1391.42,240998.3533,3707239.818,1366.016962
TIN - KhorramAbad - 14020519 -000561.JPG,240984.7343,3707239.819,1391.32,240981.2434,3707240.291,1366.002096
TIN - KhorramAbad - 14020519 -000562.JPG,240965.0433,3707240.363,1391.42,240964.1923,3707240.788,1365.941533
TIN - KhorramAbad - 14020519 -000563.JPG,240951.8598,3707240.754,1391.42,240947.1583,3707241.308,1365.954056
TIN - KhorramAbad - 14020519 -000564.JPG,240931.9546,3707241.311,1391.42,240929.9771,3707241.777,1365.999309
TIN - KhorramAbad - 14020519 -000565.JPG,240911.9474,3707241.82,1391.32,240912.7661,3707242.219,1365.998021
TIN - KhorramAbad - 14020519 -000566.JPG,240898.6831,3707242.183,1391.42,240895.6727,3707242.679,1365.997957
TIN - KhorramAbad - 14020519 -000567.JPG,240870.3745,3707242.826,1391.42,240871.3011,3707243.085,1366.369855
TIN - KhorramAbad - 14020519 -000568.JPG,240632.5412,3706938.145,1435.544,240632.1088,3706935.075,1429.656845
TIN - KhorramAbad - 14020519 -000569.JPG,240631.634,3706949.288,1435.844,240631.8635,3706951.172,1430.233026
TIN - KhorramAbad - 14020519 -000570.JPG,240632.1193,3706968.873,1435.944,240632.3461,3706968.676,1430.516565
TIN - KhorramAbad - 14020519 -000571.JPG,240632.8669,3706989.089,1435.944,240633.0262,3706985.944,1430.636491
TIN - KhorramAbad - 14020519 -000572.JPG,240633.3225,3707002.572,1435.944,240633.6133,3707002.559,1430.677014
TIN - KhorramAbad - 14020519 -000573.JPG,240634.234,3707022.537,1435.944,240634.4175,3707019.341,1430.850397
TIN - KhorramAbad - 14020519 -000574.JPG,240634.7134,3707036.045,1435.844,240635.0131,3707036.188,1431.058404
TIN - KhorramAbad - 14020519 -000575.JPG,240635.4108,3707056.216,1435.844,240635.5777,3707053.215,1431.336654
TIN - KhorramAbad - 14020519 -000576.JPG,240635.6396,3707069.724,1435.944,240635.8536,3707070.116,1431.612212
TIN - KhorramAbad - 14020519 -000577.JPG,240636.1679,3707089.85,1435.844,240636.3255,3707086.798,1431.87413
TIN - KhorramAbad - 14020519 -000578.JPG,240636.5391,3707103.176,1435.844,240636.7332,3707103.543,1432.053337
TIN - KhorramAbad - 14020519 -000579.JPG,240636.8842,3707123.125,1435.944,240637.0633,3707120.376,1432.035247
TIN - KhorramAbad - 14020519 -000580.JPG,240637.3114,3707136.609,1435.944,240637.5601,3707137.25,1432.08343
TIN - KhorramAbad - 14020519 -000581.JPG,240637.8618,3707156.79,1436.044,240638.0327,3707154.002,1432.163164
TIN - KhorramAbad - 14020519 -000582.JPG,240638.0848,3707170.373,1435.944,240638.339,3707171.121,1432.196757
TIN - KhorramAbad - 14020519 -000583.JPG,240638.6371,3707190.529,1436.044,240638.7941,3707187.814,1432.132195
TIN - KhorramAbad - 14020519 -000584.JPG,240639.1623,3707205.062,1435.944,240639.4151,3707204.327,1432.090262
TIN - KhorramAbad - 14020519 -000585.JPG,240639.7058,3707219.703,1435.944,240639.9914,3707221.289,1432.224678
TIN - KhorramAbad - 14020519 -000586.JPG,240640.2195,3707239.962,1435.844,240640.4267,3707238.163,1432.340285
TIN - KhorramAbad - 14020519 -000587.JPG,240640.4644,3707253.491,1435.944,240640.8201,3707254.968,1432.36382
TIN - KhorramAbad - 14020519 -000588.JPG,240641.1854,3707274.056,1435.944,240641.3752,3707271.519,1432.44281
TIN - KhorramAbad - 14020519 -000589.JPG,240641.4423,3707288.322,1435.944,240641.6963,3707288.476,1432.577001
TIN - KhorramAbad - 14020519 -000590.JPG,240641.6303,3707301.847,1436.044,240641.8945,3707305.378,1432.471157
TIN - KhorramAbad - 14020519 -000591.JPG,240642.1181,3707321.623,1436.044,240642.3319,3707321.926,1432.41017
TIN - KhorramAbad - 14020519 -000592.JPG,240642.5337,3707335.157,1436.044,240642.8678,3707338.783,1432.41408
TIN - KhorramAbad - 14020519 -000593.JPG,240643.1768,3707355.135,1436.044,240643.4171,3707355.575,1432.235011
TIN - KhorramAbad - 14020519 -000594.JPG,240643.5817,3707368.463,1436.044,240643.8459,3707372.297,1432.206894
TIN - KhorramAbad - 14020519 -000595.JPG,240644.0277,3707388.604,1436.044,240644.2338,3707389.058,1432.074151
TIN - KhorramAbad - 14020519 -000596.JPG,240644.3246,3707402.144,1436.044,240644.6429,3707405.995,1431.896437
TIN - KhorramAbad - 14020519 -000597.JPG,240644.9919,3707422.251,1436.044,240645.2622,3707422.786,1431.868819
TIN - KhorramAbad - 14020519 -000598.JPG,240645.3985,3707435.643,1436.044,240645.7525,3707439.649,1431.822858
TIN - KhorramAbad - 14020519 -000599.JPG,240645.9539,3707455.723,1436.044,240646.2026,3707456.393,1431.820687
TIN - KhorramAbad - 14020519 -000600.JPG,240646.2952,3707469.185,1436.044,240646.7223,3707473.17,1431.78712
TIN - KhorramAbad - 14020519 -000601.JPG,240646.959,3707490.026,1435.944,240647.275,3707489.992,1431.892182
TIN - KhorramAbad - 14020519 -000602.JPG,240647.3268,3707503.607,1435.944,240647.7546,3707507.017,1432.066221
TIN - KhorramAbad - 14020519 -000603.JPG,240647.7923,3707523.707,1435.944,240648.0306,3707523.769,1432.251789
TIN - KhorramAbad - 14020519 -000604.JPG,240648.1123,3707537.142,1435.944,240648.5,3707540.73,1432.399668
TIN - KhorramAbad - 14020519 -000605.JPG,240648.6708,3707557.24,1435.844,240648.9661,3707557.452,1432.501988
TIN - KhorramAbad - 14020519 -000606.JPG,240649.0572,3707570.457,1435.944,240649.3865,3707573.834,1432.583181
TIN - KhorramAbad - 14020519 -000607.JPG,240649.2791,3707590.721,1436.044,240649.5492,3707590.942,1432.597803
TIN - KhorramAbad - 14020519 -000608.JPG,240649.805,3707604.129,1435.944,240650.2248,3707607.962,1432.654301
TIN - KhorramAbad - 14020519 -000609.JPG,240650.6265,3707625.548,1435.844,240650.8979,3707624.573,1432.801318
TIN - KhorramAbad - 14020519 -000610.JPG,240650.9596,3707638.801,1435.844,240651.3752,3707641.122,1432.976705
TIN - KhorramAbad - 14020519 -000611.JPG,240651.0996,3707648.235,1435.844,240651.133,3707647.512,1433.151608
TIN - KhorramAbad - 14020519 -000612.JPG,240620.0988,3707646.83,1436.144,240620.3433,3707645.609,1433.375108
TIN - KhorramAbad - 14020519 -000613.JPG,240621.1675,3707631.706,1436.244,240621.4722,3707629.7,1433.109015
TIN - KhorramAbad - 14020519 -000614.JPG,240620.9168,3707618.54,1436.244,240620.9649,3707612.044,1432.546443
TIN - KhorramAbad - 14020519 -000615.JPG,240620.4031,3707599.345,1436.344,240620.6145,3707595.074,1431.995085
TIN - KhorramAbad - 14020519 -000616.JPG,240620.0613,3707579.62,1436.244,240620.2986,3707578.042,1431.493956
TIN - KhorramAbad - 14020519 -000617.JPG,240619.7911,3707566.209,1436.244,240619.9892,3707561.318,1431.104219
TIN - KhorramAbad - 14020519 -000618.JPG,240619.2283,3707546.148,1436.144,240619.4947,3707544.496,1430.652622
TIN - KhorramAbad - 14020519 -000619.JPG,240618.8424,3707532.953,1436.244,240619.0668,3707528.026,1430.253715
TIN - KhorramAbad - 14020519 -000620.JPG,240618.3797,3707512.865,1436.144,240618.6455,3707511.067,1429.79883
TIN - KhorramAbad - 14020519 -000621.JPG,240618.1297,3707499.243,1436.144,240618.3756,3707494.13,1429.642393
TIN - KhorramAbad - 14020519 -000622.JPG,240617.5514,3707479.279,1436.144,240617.8513,3707477.537,1429.428826
TIN - KhorramAbad - 14020519 -000623.JPG,240617.2158,3707465.742,1436.044,240617.4517,3707460.419,1429.278685
TIN - KhorramAbad - 14020519 -000624.JPG,240616.7532,3707445.562,1436.044,240617.0686,3707443.593,1429.16479
TIN - KhorramAbad - 14020519 -000625.JPG,240616.3754,3707432.089,1436.044,240616.6024,3707426.646,1429.033828
TIN - KhorramAbad - 14020519 -000626.JPG,240615.9845,3707411.885,1436.044,240616.2916,3707409.829,1429.024859
TIN - KhorramAbad - 14020519 -000627.JPG,240615.573,3707398.6,1435.944,240615.816,3707393.173,1428.969057
TIN - KhorramAbad - 14020519 -000628.JPG,240614.9308,3707378.564,1435.944,240615.2344,3707376.736,1429.016272
TIN - KhorramAbad - 14020519 -000629.JPG,240614.4638,3707365.136,1436.044,240614.6588,3707359.455,1428.937052
TIN - KhorramAbad - 14020519 -000630.JPG,240613.9915,3707344.98,1436.044,240614.2862,3707342.917,1428.883984
TIN - KhorramAbad - 14020519 -000631.JPG,240613.631,3707331.574,1436.044,240613.8465,3707325.975,1428.823266
TIN - KhorramAbad - 14020519 -000632.JPG,240613.3015,3707317.591,1436.044,240613.4054,3707309.161,1428.773063
TIN - KhorramAbad - 14020519 -000633.JPG,240612.7301,3707297.497,1436.044,240613.0271,3707292.371,1428.753005
TIN - KhorramAbad - 14020519 -000634.JPG,240612.5562,3707283.919,1435.944,240612.7334,3707275.542,1428.794593
TIN - KhorramAbad - 14020519 -000635.JPG,240611.869,3707263.936,1435.944,240612.186,3707258.881,1428.73237
TIN - KhorramAbad - 14020519 -000636.JPG,240611.5077,3707250.598,1436.044,240611.7471,3707242,1428.779902
TIN - KhorramAbad - 14020519 -000637.JPG,240611.0868,3707230.429,1435.944,240611.3958,3707225.143,1428.879996
TIN - KhorramAbad - 14020519 -000638.JPG,240610.7689,3707217.071,1435.944,240610.9337,3707208.521,1428.932535
TIN - KhorramAbad - 14020519 -000639.JPG,240610.1806,3707196.925,1435.944,240610.4465,3707191.714,1428.966302
TIN - KhorramAbad - 14020519 -000640.JPG,240609.8489,3707183.339,1435.944,240609.9416,3707174.433,1429.073352
TIN - KhorramAbad - 14020519 -000641.JPG,240609.2692,3707163.029,1435.844,240609.517,3707157.762,1429.295974
TIN - KhorramAbad - 14020519 -000642.JPG,240609.0482,3707149.622,1435.844,240609.1075,3707140.905,1429.537586
TIN - KhorramAbad - 14020519 -000643.JPG,240608.2856,3707129.817,1435.944,240608.4158,3707124.456,1429.639741
TIN - KhorramAbad - 14020519 -000644.JPG,240607.8867,3707116.421,1435.944,240607.9415,3707107.657,1429.711162
TIN - KhorramAbad - 14020519 -000645.JPG,240607.3982,3707096.143,1435.944,240607.5553,3707090.637,1429.743803
TIN - KhorramAbad - 14020519 -000646.JPG,240607.1535,3707082.623,1435.944,240607.1713,3707073.772,1429.853876
TIN - KhorramAbad - 14020519 -000647.JPG,240606.4333,3707062.758,1435.944,240606.5155,3707057.093,1429.788594
TIN - KhorramAbad - 14020519 -000648.JPG,240606.0821,3707049.311,1435.944,240606.041,3707040.322,1429.801053
TIN - KhorramAbad - 14020519 -000649.JPG,240605.6091,3707029.224,1435.944,240605.6119,3707023.354,1429.823373
TIN - KhorramAbad - 14020519 -000650.JPG,240605.1803,3707015.776,1436.044,240605.0484,3707006.832,1429.756083
TIN - KhorramAbad - 14020519 -000651.JPG,240604.4392,3706995.616,1436.044,240604.481,3706989.818,1429.623155
TIN - KhorramAbad - 14020519 -000652.JPG,240604.3506,3706982.036,1435.944,240604.4511,3706972.519,1429.719732
TIN - KhorramAbad - 14020519 -000653.JPG,240604.2802,3706961.642,1435.744,240604.3701,3706955.569,1430.091237
TIN - KhorramAbad - 14020519 -000654.JPG,240603.8136,3706944.289,1435.744,240603.7211,3706939.208,1430.478696
TIN - KhorramAbad - 14020519 -000655.JPG,240573.2802,3706951.89,1435.844,240572.9758,3706949.637,1431.204119
TIN - KhorramAbad - 14020519 -000656.JPG,240574.9853,3706966.385,1435.844,240575.3785,3706964.978,1431.421099
TIN - KhorramAbad - 14020519 -000657.JPG,240575.7799,3706980.557,1435.944,240576.0635,3706982.928,1431.459895
TIN - KhorramAbad - 14020519 -000658.JPG,240575.9188,3707000.811,1436.044,240576.1741,3706999.741,1431.319582
TIN - KhorramAbad - 14020519 -000659.JPG,240576.4081,3707013.911,1436.144,240576.8436,3707016.3,1431.191699
TIN - KhorramAbad - 14020519 -000660.JPG,240577.0905,3707033.903,1436.144,240577.4365,3707032.973,1430.966427
TIN - KhorramAbad - 14020519 -000661.JPG,240577.6067,3707047.336,1436.044,240578.0476,3707049.728,1430.838629
TIN - KhorramAbad - 14020519 -000662.JPG,240578.1552,3707067.443,1436.044,240578.4914,3707066.626,1430.733745
TIN - KhorramAbad - 14020519 -000663.JPG,240578.5772,3707080.826,1436.044,240579.0784,3707083.35,1430.679991
TIN - KhorramAbad - 14020519 -000664.JPG,240579.3748,3707100.973,1435.944,240579.7837,3707100.332,1430.740817
TIN - KhorramAbad - 14020519 -000665.JPG,240579.7504,3707115.035,1435.944,240580.2237,3707117.073,1430.813182
TIN - KhorramAbad - 14020519 -000666.JPG,240580.3557,3707135.332,1435.944,240580.7508,3707133.96,1430.951037
TIN - KhorramAbad - 14020519 -000667.JPG,240580.5888,3707148.612,1435.944,240581.1062,3707150.777,1430.975118
TIN - KhorramAbad - 14020519 -000668.JPG,240581.1206,3707168.772,1435.944,240581.5971,3707167.616,1431.035762
TIN - KhorramAbad - 14020519 -000669.JPG,240581.4944,3707182.19,1435.944,240581.9472,3707184.316,1431.045627
TIN - KhorramAbad - 14020519 -000670.JPG,240581.7496,3707202.154,1436.044,240582.1696,3707200.924,1430.970872
TIN - KhorramAbad - 14020519 -000671.JPG,240582.2805,3707215.743,1435.944,240582.922,3707218.026,1431.107379
TIN - KhorramAbad - 14020519 -000672.JPG,240583.0077,3707236.058,1435.944,240583.4153,3707235.036,1431.294068
TIN - KhorramAbad - 14020519 -000673.JPG,240583.1623,3707249.205,1436.044,240583.6662,3707251.478,1431.357102
TIN - KhorramAbad - 14020519 -000674.JPG,240583.7567,3707269.382,1436.044,240584.1782,3707268.461,1431.412643
TIN - KhorramAbad - 14020519 -000675.JPG,240584.2038,3707283.51,1436.044,240584.6707,3707285.198,1431.48315
TIN - KhorramAbad - 14020519 -000676.JPG,240584.7041,3707303.458,1436.144,240585.0467,3707301.773,1431.501093
TIN - KhorramAbad - 14020519 -000677.JPG,240585.0246,3707316.911,1436.144,240585.4029,3707318.597,1431.413731
TIN - KhorramAbad - 14020519 -000678.JPG,240585.7909,3707344.444,1436.144,240586.1315,3707347.76,1431.405362
TIN - KhorramAbad - 14020519 -000679.JPG,240585.9198,3707351.159,1436.144,240586.2394,3707353.063,1431.377577
TIN - KhorramAbad - 14020519 -000680.JPG,240586.4725,3707371.324,1436.144,240586.6783,3707369.271,1431.313132
TIN - KhorramAbad - 14020519 -000681.JPG,240586.8422,3707384.684,1436.144,240587.1039,3707385.899,1431.212484
TIN - KhorramAbad - 14020519 -000682.JPG,240587.4809,3707404.974,1436.144,240587.6304,3707402.772,1431.213971
TIN - KhorramAbad - 14020519 -000683.JPG,240587.9666,3707418.999,1436.144,240588.121,3707419.637,1431.215787
